frame,time_ps,dO56_R346,dO56_R483,dO57_R346,dO57_R483,anchor_min,tail_hsa_min,cls,dO38_R408,pep_ecd_min,com_hsa_ecd,lnk_e2e,lnk_rg
253,25300.000,14.078,5.521,12.779,5.127,5.127,2.985,surface,13.681,2.751,47.866,18.330,8.365
254,25400.000,13.733,4.791,13.780,5.615,4.791,3.394,surface,14.394,2.762,48.446,18.335,8.090
255,25500.000,13.873,4.590,14.909,6.087,4.590,3.347,surface,14.851,2.731,47.826,18.399,8.101
256,25600.000,12.232,4.000,13.717,5.749,4.000,3.595,surface,13.276,2.729,47.521,18.861,8.054
257,25700.000,13.729,4.568,12.899,5.016,4.568,3.456,surface,14.688,2.735,46.825,18.537,8.170
258,25800.000,13.250,4.244,13.738,5.722,4.244,3.632,surface,15.001,2.699,47.019,18.712,8.142
259,25900.000,11.975,4.915,11.939,5.953,4.915,3.097,surface,15.414,2.759,47.562,18.502,8.209
260,26000.000,11.640,4.465,11.966,5.690,4.465,3.249,surface,13.985,2.703,47.893,19.434,8.393
261,26100.000,13.506,4.495,13.660,5.768,4.495,3.080,surface,14.425,2.742,47.640,19.093,8.317
262,26200.000,12.779,4.478,13.991,6.035,4.478,3.110,surface,14.479,2.747,46.860,18.957,8.186
263,26300.000,15.250,3.515,15.823,5.170,3.515,3.282,FA3,13.862,2.712,46.945,18.579,8.140
264,26400.000,13.178,4.609,13.950,6.055,4.609,3.344,surface,12.676,2.720,47.519,17.869,7.948
265,26500.000,13.114,3.863,14.346,5.670,3.863,3.181,FA3,14.772,2.768,47.828,18.693,8.149
266,26600.000,13.884,3.152,15.141,4.939,3.152,3.152,FA3,14.041,2.838,46.748,19.118,8.162
267,26700.000,13.035,4.408,13.573,5.871,4.408,3.157,surface,13.856,2.869,46.402,18.462,7.996
268,26800.000,13.614,4.706,14.171,6.092,4.706,3.027,surface,14.714,2.729,46.768,18.285,8.251
269,26900.000,13.306,4.612,14.006,6.270,4.612,3.516,surface,13.564,2.687,47.177,18.712,7.978
270,27000.000,13.341,4.489,13.783,5.898,4.489,3.550,surface,14.982,2.598,46.894,19.281,8.185
271,27100.000,13.688,4.227,14.118,5.601,4.227,3.418,surface,14.529,2.776,46.653,18.851,8.201
272,27200.000,12.993,4.603,13.206,5.637,4.603,3.171,surface,14.240,2.621,46.731,18.616,8.101
273,27300.000,14.685,4.599,14.361,5.626,4.599,3.414,surface,14.103,2.727,46.099,19.402,8.002
274,27400.000,14.009,4.712,14.069,6.092,4.712,3.095,surface,15.011,2.647,46.968,18.737,8.172
275,27500.000,14.494,4.442,14.704,5.832,4.442,3.501,surface,14.557,2.775,47.229,19.387,8.138
276,27600.000,13.471,4.555,13.532,5.867,4.555,3.307,surface,13.492,2.767,46.820,18.390,7.894
277,27700.000,13.270,3.699,14.328,5.445,3.699,3.225,FA3,14.053,2.641,47.174,19.706,8.173
278,27800.000,13.222,3.783,13.927,5.322,3.783,3.252,FA3,13.798,2.580,46.604,19.339,8.241
279,27900.000,13.568,4.522,14.439,6.353,4.522,3.466,surface,13.759,2.798,46.319,19.430,8.169
280,28000.000,14.127,4.601,14.397,5.656,4.601,2.952,surface,14.449,2.615,46.907,19.279,8.338
281,28100.000,13.146,3.337,14.402,5.129,3.337,3.337,FA3,14.281,2.884,45.628,19.157,8.273
282,28200.000,12.112,3.678,13.141,5.414,3.678,3.678,FA3,13.039,2.724,46.605,18.926,8.274
283,28300.000,13.033,3.615,14.384,5.531,3.615,3.049,FA3,13.576,2.788,47.337,18.636,8.135
284,28400.000,12.407,2.935,13.852,4.805,2.935,2.935,FA3,14.848,2.800,47.099,18.209,7.866
285,28500.000,13.205,3.798,14.089,5.432,3.798,3.393,FA3,14.484,2.839,47.429,18.964,8.173
286,28600.000,13.119,3.850,13.768,5.608,3.850,3.508,FA3,14.223,2.943,47.482,19.193,8.207
287,28700.000,14.225,4.221,14.508,5.466,4.221,3.434,surface,12.403,2.713,47.570,18.903,8.354
288,28800.000,13.157,5.431,13.044,6.139,5.431,3.301,surface,13.588,2.769,48.205,18.025,8.278
289,28900.000,15.127,5.278,14.338,5.456,5.278,3.169,surface,13.676,2.706,47.806,18.985,8.122
290,29000.000,13.467,3.729,14.195,5.169,3.729,3.323,FA3,13.975,2.648,46.763,17.752,7.952
291,29100.000,13.455,4.883,14.036,6.236,4.883,3.519,surface,13.805,2.671,46.919,17.941,7.844
292,29200.000,13.954,4.702,14.871,6.220,4.702,3.520,surface,14.157,2.791,46.572,19.119,8.246
293,29300.000,13.593,5.033,13.766,6.018,5.033,3.215,surface,13.678,2.816,45.887,18.214,8.040
294,29400.000,13.034,3.783,13.748,5.163,3.783,3.171,FA3,14.262,2.795,46.588,19.172,8.183
295,29500.000,13.031,4.509,13.412,5.901,4.509,3.315,surface,13.908,2.514,46.452,18.712,8.149
296,29600.000,13.270,5.391,11.929,5.262,5.262,3.282,surface,14.411,2.705,46.564,18.467,8.017
297,29700.000,12.559,4.092,13.429,5.857,4.092,2.978,surface,13.108,2.748,46.362,18.367,8.243
298,29800.000,13.057,4.974,13.557,6.164,4.974,3.469,surface,15.116,2.723,46.819,18.957,8.192
299,29900.000,12.008,3.945,12.608,5.357,3.945,3.272,FA3,13.944,2.691,46.565,18.901,8.123
300,30000.000,12.126,3.142,13.388,5.106,3.142,3.142,FA3,14.536,2.743,45.799,18.801,8.182
301,30100.000,12.421,3.341,11.861,3.977,3.341,3.341,FA3,13.157,2.773,46.063,19.223,8.070
302,30200.000,13.829,4.255,15.196,6.007,4.255,3.245,surface,14.183,2.657,46.312,18.092,8.046
303,30300.000,13.085,3.592,14.461,5.304,3.592,3.096,FA3,14.849,2.814,47.155,18.673,8.085
304,30400.000,13.035,3.679,14.117,5.662,3.679,3.297,FA3,14.593,2.737,47.375,19.177,8.129
305,30500.000,11.513,3.289,13.493,5.269,3.289,3.111,FA3,14.091,2.707,47.903,18.925,8.255
306,30600.000,12.444,3.222,14.205,5.315,3.222,3.219,FA3,14.649,2.795,47.845,18.313,8.006
307,30700.000,14.008,2.892,15.383,4.859,2.892,2.892,FA3,14.641,2.669,48.399,18.861,8.241
308,30800.000,14.235,4.158,14.653,5.621,4.158,3.121,surface,14.866,2.658,46.912,18.189,8.042
309,30900.000,13.212,3.483,14.453,5.234,3.483,3.042,FA3,14.341,2.758,47.552,19.080,8.332
310,31000.000,13.338,3.410,14.919,5.398,3.410,3.410,FA3,16.292,2.803,48.150,19.771,8.259
311,31100.000,12.748,3.388,14.813,5.228,3.388,3.373,FA3,14.328,2.775,47.775,18.301,8.141
312,31200.000,12.902,2.913,14.779,5.000,2.913,2.913,FA3,14.729,2.719,47.111,19.832,8.209
313,31300.000,13.036,4.027,14.624,5.770,4.027,3.282,surface,15.415,2.608,46.254,19.734,8.274
314,31400.000,13.165,3.285,14.866,5.258,3.285,3.285,FA3,14.178,2.741,47.132,18.652,7.877
315,31500.000,13.825,4.083,14.723,5.681,4.083,3.398,surface,13.728,2.641,47.391,19.385,8.133
316,31600.000,12.338,5.034,12.949,5.735,5.034,3.085,surface,15.078,2.641,47.260,18.583,7.991
317,31700.000,12.665,3.637,14.334,5.408,3.637,3.463,FA3,13.762,2.636,47.353,18.339,7.764
318,31800.000,12.939,5.069,13.598,5.879,5.069,3.675,surface,14.912,2.777,47.477,18.642,7.864
319,31900.000,14.707,4.557,16.129,6.069,4.557,3.268,surface,14.360,2.598,47.945,18.912,8.012
320,32000.000,13.477,4.108,14.905,5.714,4.108,3.912,surface,14.046,2.819,47.485,19.203,8.156
321,32100.000,13.594,4.256,15.548,5.681,4.256,3.444,surface,13.713,2.659,47.798,19.075,8.172
322,32200.000,13.252,4.266,14.405,5.989,4.266,3.341,surface,13.848,2.758,47.938,18.145,8.026
323,32300.000,13.973,3.622,14.801,5.519,3.622,2.975,FA3,13.276,2.643,47.735,17.949,7.837
324,32400.000,14.741,3.846,15.297,5.541,3.846,3.667,FA3,13.330,2.828,47.504,18.805,8.056
325,32500.000,15.024,4.239,16.058,5.779,4.239,3.538,surface,14.010,2.667,47.620,18.623,8.063
326,32600.000,12.882,4.339,14.289,5.694,4.339,3.200,surface,13.025,2.811,47.484,19.236,8.211
327,32700.000,9.611,3.099,11.592,4.777,3.099,3.099,FA3,14.401,2.718,47.402,19.886,8.313
328,32800.000,13.705,3.480,15.736,5.477,3.480,3.480,FA3,14.583,2.838,47.062,18.309,8.044
329,32900.000,13.665,3.466,15.603,5.625,3.466,3.302,FA3,14.285,2.706,47.496,19.805,8.378
330,33000.000,12.596,3.206,14.454,5.257,3.206,3.206,FA3,14.000,2.753,47.163,19.006,8.250
331,33100.000,11.100,3.299,13.138,5.335,3.299,3.299,FA3,13.589,2.744,47.165,18.731,8.264
332,33200.000,12.150,3.623,14.252,5.582,3.623,3.324,FA3,14.013,2.686,47.921,19.902,8.538
333,33300.000,11.291,3.141,13.084,5.205,3.141,2.961,FA3,13.632,2.797,47.049,19.222,8.327
334,33400.000,10.675,2.808,12.493,4.834,2.808,2.808,FA3,13.907,2.762,46.868,18.507,8.277
335,33500.000,11.123,3.072,12.772,5.208,3.072,3.072,FA3,13.925,2.809,46.833,19.066,8.357
336,33600.000,10.368,3.792,12.557,5.633,3.792,3.498,FA3,14.027,2.756,46.149,19.259,8.124
337,33700.000,8.833,3.191,10.744,5.375,3.191,3.191,FA3,13.977,2.647,46.790,19.493,8.235
338,33800.000,11.967,3.855,14.086,5.606,3.855,3.415,FA3,12.392,2.635,46.678,19.727,8.371
339,33900.000,10.353,3.276,12.338,5.398,3.276,3.213,FA3,13.941,2.674,46.486,20.142,8.385
340,34000.000,12.218,3.979,14.347,5.898,3.979,3.410,FA3,14.042,2.893,46.650,20.215,8.427
341,34100.000,11.699,3.504,13.771,5.282,3.504,3.350,FA3,14.637,2.683,46.162,19.637,8.404
342,34200.000,12.228,3.421,14.020,4.376,3.421,3.421,FA3,12.629,2.714,46.871,19.231,8.322
343,34300.000,11.915,3.506,13.766,5.595,3.506,3.333,FA3,14.233,2.698,47.124,19.197,8.259
344,34400.000,12.976,4.218,14.968,6.009,4.218,3.163,surface,13.081,2.798,46.747,18.778,8.283
345,34500.000,11.392,3.346,13.521,5.280,3.346,3.346,FA3,14.530,2.677,46.708,19.394,8.301
346,34600.000,11.982,3.451,14.116,5.020,3.451,3.198,FA3,13.974,2.687,46.214,19.357,8.248
347,34700.000,10.970,4.355,13.102,5.523,4.355,3.332,surface,14.776,2.693,46.162,20.053,8.476
348,34800.000,12.115,3.012,14.202,5.148,3.012,3.012,FA3,14.060,2.796,45.733,20.166,8.325
349,34900.000,12.740,3.434,14.834,5.435,3.434,3.389,FA3,13.684,2.724,46.509,20.496,8.428
350,35000.000,12.851,3.836,14.883,5.509,3.836,3.618,FA3,13.640,2.836,47.257,19.167,8.228
351,35100.000,10.558,3.151,12.712,5.055,3.151,3.151,FA3,14.043,2.759,46.669,19.654,8.392
352,35200.000,13.257,4.581,15.255,6.089,4.581,3.623,surface,13.433,2.769,46.498,19.623,8.297
353,35300.000,11.900,3.529,14.036,5.100,3.529,3.497,FA3,14.351,2.665,46.602,18.881,8.213
354,35400.000,13.284,3.691,15.399,5.201,3.691,3.457,FA3,13.802,2.745,47.336,19.786,8.586
355,35500.000,12.245,3.084,14.365,5.143,3.084,3.084,FA3,14.263,2.735,46.936,19.700,8.434
356,35600.000,9.270,2.893,11.375,4.765,2.893,2.893,FA3,13.483,2.759,46.949,19.147,8.195
357,35700.000,11.346,3.655,13.503,5.349,3.655,3.484,FA3,14.105,2.733,46.618,19.116,8.176
358,35800.000,12.416,3.811,14.396,5.805,3.811,3.240,FA3,14.288,2.753,47.431,18.497,8.115
359,35900.000,10.587,3.294,12.593,5.275,3.294,3.294,FA3,14.205,2.931,47.714,18.452,8.131
360,36000.000,11.049,4.208,13.176,5.972,4.208,3.460,surface,14.877,2.588,46.967,20.114,8.243
361,36100.000,10.899,4.438,10.588,2.973,2.973,2.973,FA3,15.395,2.739,46.744,21.590,8.295
362,36200.000,10.678,5.680,9.662,4.142,4.142,3.280,surface,15.852,2.724,47.331,22.305,8.483
363,36300.000,12.392,5.489,11.957,3.535,3.535,3.033,FA3,15.271,2.650,46.606,23.167,8.635
364,36400.000,12.302,4.942,11.865,3.085,3.085,3.085,FA3,14.720,2.650,46.772,22.435,8.580
365,36500.000,11.642,4.636,11.337,3.050,3.050,2.925,FA3,15.056,2.691,47.412,22.288,8.626
366,36600.000,11.190,5.017,11.279,4.739,4.739,3.404,surface,15.170,2.668,47.156,21.337,8.447
367,36700.000,10.509,3.389,10.974,3.183,3.183,3.014,FA3,13.711,2.696,47.218,22.171,8.573
368,36800.000,12.431,4.149,12.545,2.899,2.899,2.899,FA3,13.893,2.827,47.801,22.597,8.635
369,36900.000,12.490,4.720,12.523,3.120,3.120,2.747,FA3,14.886,2.767,47.214,21.706,8.407
370,37000.000,12.420,5.758,12.069,4.267,4.267,2.914,surface,14.413,2.938,47.367,22.551,8.761
371,37100.000,12.168,5.703,12.037,4.064,4.064,3.033,surface,14.319,2.715,46.984,21.898,8.604
372,37200.000,12.955,6.512,12.492,4.660,4.660,3.022,surface,14.653,2.707,47.196,21.994,8.653
373,37300.000,13.575,6.066,13.840,4.549,4.549,2.999,surface,13.678,2.641,47.467,21.999,8.563
374,37400.000,11.375,4.157,12.107,3.171,3.171,3.025,FA3,15.238,2.671,46.884,23.040,8.778
375,37500.000,12.836,6.242,12.493,4.491,4.491,3.239,surface,14.884,2.652,47.545,22.128,8.732
376,37600.000,12.480,5.055,13.047,4.180,4.180,3.014,surface,13.067,2.659,47.356,22.115,8.744
377,37700.000,13.434,6.188,12.901,4.423,4.423,3.424,surface,15.424,2.653,47.016,21.656,8.614
378,37800.000,10.985,5.567,10.201,3.498,3.498,2.959,FA3,14.822,2.859,47.235,22.713,8.658
379,37900.000,12.607,5.112,11.787,3.170,3.170,3.170,FA3,15.107,2.783,47.380,21.834,8.508
380,38000.000,10.254,4.908,10.192,3.081,3.081,3.081,FA3,14.026,2.755,47.047,21.421,8.409
381,38100.000,10.381,4.741,10.709,3.187,3.187,3.187,FA3,14.340,2.724,46.347,21.593,8.492
382,38200.000,12.061,4.479,12.520,3.218,3.218,3.030,FA3,15.408,2.653,46.715,22.731,9.059
383,38300.000,12.028,4.528,12.781,4.005,4.005,3.255,surface,13.139,2.645,46.828,21.372,8.542
384,38400.000,11.738,5.728,11.599,4.011,4.011,2.844,surface,15.218,2.785,47.467,22.616,8.750
385,38500.000,12.937,7.059,11.641,4.891,4.891,3.363,surface,14.433,2.680,47.192,21.522,8.627
386,38600.000,11.747,4.812,11.981,3.703,3.703,3.435,FA3,13.824,2.801,47.465,21.080,8.565
387,38700.000,14.933,5.404,14.292,5.577,5.404,3.363,surface,13.855,2.887,47.267,19.140,8.168
388,38800.000,14.856,5.597,14.737,6.195,5.597,3.254,surface,14.117,2.585,47.296,20.050,8.448
389,38900.000,13.963,4.867,13.739,5.520,4.867,3.168,surface,14.844,2.895,46.893,19.629,8.218
390,39000.000,13.281,4.869,11.185,2.847,2.847,2.847,FA3,14.885,2.748,47.341,19.477,8.276
391,39100.000,14.246,5.244,12.126,3.288,3.288,3.288,FA3,14.901,2.835,46.685,18.899,8.232
392,39200.000,14.871,4.803,14.347,5.171,4.803,3.295,surface,14.063,2.622,46.233,18.472,7.882
393,39300.000,13.659,5.002,11.420,3.122,3.122,3.122,FA3,14.896,2.526,46.135,18.453,8.242
394,39400.000,14.292,4.328,14.579,6.008,4.328,3.162,surface,14.811,2.695,46.678,19.040,8.174
395,39500.000,14.504,5.215,12.339,3.100,3.100,3.100,FA3,15.094,2.581,46.652,19.160,8.275
396,39600.000,13.852,4.691,12.752,4.532,4.532,3.285,surface,15.062,2.695,47.147,19.805,8.247
397,39700.000,14.792,4.906,13.963,5.001,4.906,3.227,surface,15.001,2.626,46.554,19.294,8.123
398,39800.000,13.024,3.781,12.954,4.454,3.781,3.588,FA3,14.370,2.763,45.880,19.291,8.174
399,39900.000,13.331,3.372,14.515,5.346,3.372,3.028,FA3,14.608,2.784,46.178,20.327,8.323
400,40000.000,13.651,3.430,14.299,4.914,3.430,3.430,FA3,14.128,2.688,46.397,20.520,8.362
401,40100.000,15.241,3.668,14.803,4.503,3.668,3.668,FA3,13.707,2.634,47.384,20.746,8.418
402,40200.000,14.394,3.618,14.262,3.716,3.618,3.110,FA3,14.162,2.649,47.375,21.062,8.477
403,40300.000,14.287,3.237,14.737,4.606,3.237,3.237,FA3,13.021,2.685,47.277,21.130,8.433
404,40400.000,13.779,3.523,13.563,4.902,3.523,3.523,FA3,14.026,2.742,47.568,21.189,8.521
405,40500.000,14.876,4.351,15.139,5.668,4.351,3.384,surface,14.124,2.737,47.002,19.763,8.142
406,40600.000,14.213,3.595,14.198,4.348,3.595,3.505,FA3,14.357,2.713,47.000,20.877,8.378
407,40700.000,12.983,3.391,14.251,5.363,3.391,3.391,FA3,13.687,2.649,47.183,18.836,8.174
408,40800.000,13.917,3.062,14.808,4.703,3.062,3.062,FA3,13.502,2.834,47.081,19.046,8.249
409,40900.000,14.341,4.344,14.039,4.756,4.344,3.425,surface,13.609,2.897,47.009,19.993,8.231
410,41000.000,13.422,4.151,13.948,5.859,4.151,3.529,surface,14.616,2.851,47.029,19.104,8.213
411,41100.000,14.273,4.236,14.140,4.607,4.236,3.745,surface,14.969,2.791,45.849,20.582,8.423
412,41200.000,14.207,5.117,13.736,5.168,5.117,3.395,surface,14.439,2.710,45.886,19.892,7.973
413,41300.000,12.526,4.063,12.746,4.638,4.063,3.494,surface,13.558,2.794,45.808,19.971,8.130
414,41400.000,14.504,3.868,14.725,4.991,3.868,3.381,FA3,13.848,2.770,46.712,20.412,8.347
415,41500.000,13.985,3.402,14.411,4.636,3.402,3.247,FA3,14.421,2.702,46.841,19.854,8.163
416,41600.000,14.321,3.607,14.648,4.611,3.607,3.295,FA3,14.543,2.727,46.693,20.351,8.109
417,41700.000,14.856,5.003,14.720,5.913,5.003,3.495,surface,14.010,2.750,46.401,20.027,8.260
418,41800.000,14.152,3.221,14.311,3.898,3.221,3.050,FA3,14.428,2.762,46.445,20.833,8.358
419,41900.000,13.532,3.114,14.071,4.782,3.114,3.114,FA3,14.231,2.721,47.292,19.758,8.170
420,42000.000,13.420,3.499,13.893,4.698,3.499,3.377,FA3,13.084,2.721,46.731,20.122,8.354
421,42100.000,15.149,4.089,15.512,5.631,4.089,3.709,surface,13.842,2.761,46.539,19.437,8.209
422,42200.000,13.585,3.609,13.954,4.481,3.609,3.375,FA3,14.136,2.718,46.704,19.741,8.118
423,42300.000,15.020,3.501,14.252,3.818,3.501,3.281,FA3,13.723,2.749,46.681,21.109,8.429
424,42400.000,14.409,3.151,14.367,4.138,3.151,3.144,FA3,12.857,2.875,46.569,20.423,8.274
425,42500.000,14.235,4.059,14.600,5.291,4.059,3.716,surface,13.359,2.640,45.881,19.249,8.018
426,42600.000,14.692,4.041,13.971,4.144,4.041,3.448,surface,13.211,2.760,45.644,20.023,8.256
427,42700.000,15.506,4.548,15.443,5.641,4.548,3.729,surface,13.590,2.905,46.131,19.926,8.222
428,42800.000,14.099,3.840,14.690,5.112,3.840,3.414,FA3,13.975,2.689,46.358,20.191,8.264
429,42900.000,14.196,3.752,14.043,4.496,3.752,3.495,FA3,13.204,2.696,46.582,19.755,8.159
430,43000.000,15.406,4.949,13.594,3.371,3.371,3.260,FA3,14.265,2.677,46.947,22.074,8.371
431,43100.000,14.089,5.039,12.339,3.244,3.244,3.175,FA3,14.350,2.959,46.239,20.373,8.194
432,43200.000,13.840,3.681,14.468,5.400,3.681,3.614,FA3,13.873,2.752,46.514,21.071,8.263
433,43300.000,14.907,4.646,14.141,4.726,4.646,3.207,surface,13.910,2.789,46.624,20.334,8.189
434,43400.000,15.033,4.622,14.490,4.935,4.622,3.406,surface,13.255,2.665,45.910,20.492,8.270
435,43500.000,14.087,5.197,11.889,3.409,3.409,3.389,FA3,14.489,2.792,46.149,18.373,7.933
436,43600.000,15.496,4.905,13.376,3.417,3.417,3.348,FA3,13.573,2.737,45.938,19.409,8.131
437,43700.000,13.399,3.553,15.054,5.451,3.553,3.499,FA3,13.868,2.755,46.971,18.756,7.983
438,43800.000,11.894,3.382,13.642,5.333,3.382,3.382,FA3,13.100,2.638,48.141,20.020,8.243
439,43900.000,12.094,3.265,14.277,5.005,3.265,3.237,FA3,13.982,2.756,47.128,21.201,8.464
440,44000.000,13.713,3.128,15.124,4.979,3.128,3.128,FA3,13.758,2.750,47.265,19.433,8.138
441,44100.000,12.920,3.271,14.633,5.327,3.271,3.271,FA3,14.123,2.649,47.998,18.933,8.023
442,44200.000,11.576,3.309,13.711,5.082,3.309,3.267,FA3,13.696,2.740,46.963,19.451,8.129
443,44300.000,12.068,3.176,14.165,5.254,3.176,3.176,FA3,14.168,2.684,46.671,19.243,8.101
444,44400.000,13.815,3.633,15.259,5.360,3.633,3.317,FA3,13.224,2.638,47.009,18.716,7.910
445,44500.000,13.988,2.978,16.085,5.103,2.978,2.978,FA3,13.554,2.679,48.142,19.721,8.229
446,44600.000,11.639,2.934,13.693,4.423,2.934,2.904,FA3,14.071,2.941,48.319,19.790,8.182
447,44700.000,14.612,3.235,14.896,4.852,3.235,3.235,FA3,13.619,2.858,48.262,21.532,8.504
448,44800.000,13.778,3.907,13.158,4.612,3.907,3.163,FA3,13.485,2.771,47.608,20.613,8.355
449,44900.000,13.617,3.801,14.015,4.842,3.801,2.989,FA3,13.560,2.753,46.788,18.541,7.964
450,45000.000,13.975,4.737,14.545,6.071,4.737,3.692,surface,13.575,2.637,46.902,19.294,8.037
451,45100.000,13.137,3.009,14.594,3.777,3.009,3.009,FA3,13.121,2.729,47.215,19.155,7.970
452,45200.000,12.258,2.999,14.190,4.494,2.999,2.999,FA3,14.385,2.770,47.125,20.040,8.111
453,45300.000,14.844,3.581,15.164,5.088,3.581,3.308,FA3,12.981,2.716,47.505,19.294,8.061
454,45400.000,15.395,4.471,15.713,5.602,4.471,3.422,surface,13.400,2.662,46.868,19.042,8.117
455,45500.000,14.878,4.399,13.755,4.371,4.371,3.988,surface,13.860,2.892,48.061,21.057,8.558
456,45600.000,15.523,4.113,15.350,4.556,4.113,3.490,surface,13.714,2.621,47.465,20.201,8.337
457,45700.000,13.317,4.734,12.597,5.153,4.734,3.488,surface,12.774,2.718,47.842,19.816,8.229
458,45800.000,12.812,3.165,14.805,4.749,3.165,3.165,FA3,13.656,2.821,47.828,20.811,8.388
459,45900.000,12.959,4.987,12.404,5.019,4.987,3.415,surface,14.208,2.759,47.532,19.714,8.604
460,46000.000,9.976,4.412,11.733,5.607,4.412,3.549,surface,13.234,2.668,47.634,19.661,8.238
461,46100.000,11.274,4.067,11.381,5.367,4.067,3.526,surface,13.147,2.752,48.758,21.159,8.552
462,46200.000,11.378,3.630,11.876,5.294,3.630,3.471,FA3,13.807,3.001,47.590,20.627,8.309
463,46300.000,9.237,3.607,10.963,4.766,3.607,3.593,FA3,13.562,2.594,48.258,20.310,8.384
464,46400.000,11.491,4.202,11.655,5.160,4.202,3.576,surface,12.944,2.686,47.644,20.522,8.460
465,46500.000,11.339,3.686,10.689,3.852,3.686,3.450,FA3,14.891,2.844,46.593,21.349,8.469
466,46600.000,10.113,3.218,12.271,4.868,3.218,3.186,FA3,13.786,2.664,47.637,19.792,8.235
467,46700.000,12.084,4.687,11.971,5.205,4.687,3.249,surface,13.601,2.662,47.465,20.709,8.321
468,46800.000,11.565,4.797,10.372,4.351,4.351,3.113,surface,13.380,2.645,47.150,20.805,8.589
469,46900.000,11.573,4.247,10.251,3.630,3.630,3.411,FA3,13.761,2.616,47.459,20.713,8.515
470,47000.000,11.577,3.695,12.776,5.453,3.695,3.556,FA3,14.043,2.640,47.446,19.493,8.385
471,47100.000,12.006,5.242,13.759,6.396,5.242,3.306,surface,14.334,2.725,48.376,20.840,8.661
472,47200.000,11.096,3.297,12.130,5.097,3.297,3.297,FA3,13.826,2.564,48.193,20.295,8.272
473,47300.000,10.522,3.135,11.302,5.091,3.135,3.135,FA3,14.104,2.670,47.780,20.261,8.267
474,47400.000,11.037,3.307,11.528,4.917,3.307,3.175,FA3,14.451,2.676,46.852,20.741,8.326
475,47500.000,10.943,3.145,12.433,5.146,3.145,3.145,FA3,14.034,2.713,47.289,20.401,8.490
476,47600.000,12.107,3.788,14.137,5.942,3.788,3.788,FA3,11.886,2.665,47.369,19.508,8.213
477,47700.000,12.240,3.067,14.247,5.053,3.067,3.067,FA3,13.384,2.703,48.090,20.397,8.558
478,47800.000,10.306,3.522,12.528,4.667,3.522,3.522,FA3,13.063,2.761,48.019,19.607,9.031
479,47900.000,11.577,3.238,13.266,4.469,3.238,3.238,FA3,13.501,2.741,48.915,19.856,8.711
480,48000.000,11.159,3.239,12.861,5.047,3.239,3.239,FA3,14.703,2.764,48.389,19.973,8.703
481,48100.000,12.872,3.267,14.823,5.296,3.267,3.267,FA3,13.279,2.707,48.631,20.374,8.680
482,48200.000,14.389,3.296,15.693,5.412,3.296,3.296,FA3,12.467,2.816,47.836,19.640,8.523
483,48300.000,12.833,2.870,14.406,4.952,2.870,2.870,FA3,12.867,2.654,48.291,20.197,8.763
484,48400.000,12.362,3.239,13.992,5.346,3.239,3.185,FA3,14.606,2.698,47.825,21.138,8.704
485,48500.000,13.065,3.232,14.808,5.362,3.232,3.232,FA3,13.755,2.875,48.179,18.890,8.428
486,48600.000,12.501,2.885,13.745,4.940,2.885,2.885,FA3,13.708,2.662,48.634,19.579,8.618
487,48700.000,13.509,3.802,15.537,5.763,3.802,3.538,FA3,13.932,2.735,47.619,19.564,8.688
488,48800.000,13.688,3.991,15.506,6.019,3.991,3.292,FA3,14.236,2.678,48.179,21.047,8.711
489,48900.000,12.009,3.181,13.742,5.278,3.181,3.127,FA3,14.533,2.649,47.666,20.203,8.433
490,49000.000,11.870,2.682,13.723,4.647,2.682,2.682,FA3,13.866,2.623,48.018,20.710,8.658
491,49100.000,12.451,2.985,14.513,4.973,2.985,2.985,FA3,13.750,2.655,47.554,19.848,8.610
492,49200.000,13.396,3.664,15.470,5.639,3.664,3.087,FA3,13.502,2.723,48.542,21.471,8.727
493,49300.000,12.634,3.535,14.603,5.634,3.535,3.266,FA3,14.021,2.886,47.744,21.495,8.715
494,49400.000,11.895,3.226,13.885,5.163,3.226,3.226,FA3,14.657,2.744,47.685,19.217,8.237
495,49500.000,11.615,3.140,13.801,4.736,3.140,3.140,FA3,13.999,2.745,47.367,19.902,8.363
496,49600.000,10.632,3.807,12.739,5.643,3.807,3.807,FA3,13.649,2.688,47.517,19.132,8.320
497,49700.000,11.620,4.388,13.818,5.920,4.388,3.265,surface,13.861,2.674,47.241,19.097,8.375
498,49800.000,10.917,3.301,13.089,4.895,3.301,3.301,FA3,13.066,2.962,47.976,19.521,8.301
499,49900.000,12.873,4.227,14.972,5.717,4.227,3.559,surface,13.971,2.664,47.061,19.087,8.317
500,50000.000,10.389,3.433,12.444,5.486,3.433,3.425,FA3,14.007,2.792,47.378,19.368,8.367
501,50100.000,11.688,3.525,13.830,5.021,3.525,3.400,FA3,14.153,2.816,47.411,19.910,8.359
502,50200.000,11.655,5.092,10.062,3.553,3.553,3.298,FA3,13.371,2.615,47.112,22.049,8.643
503,50300.000,10.482,3.470,10.859,4.727,3.470,3.390,FA3,14.244,2.580,47.409,20.467,8.346
504,50400.000,11.160,3.469,10.644,4.355,3.469,3.404,FA3,14.615,2.587,47.566,20.350,8.236
505,50500.000,10.369,3.891,12.365,5.339,3.891,3.423,FA3,14.701,2.793,47.449,19.684,8.337
506,50600.000,9.741,4.048,11.846,6.099,4.048,3.387,surface,13.984,2.724,47.125,18.947,8.219
