Time,Potential,Temperature,Pressure,Volume,Density,Box-X,Box-Y,Box-Z
380.0,-3624247.0,309.8429260253906,-43.10737228393555,3153.112548828125,995.3593139648438,12.345240592956543,12.334783554077148,20.706581115722656
390.0,-3624737.25,311.64471435546875,-98.12701416015625,3151.22900390625,995.9542236328125,12.340312004089355,12.329858779907227,20.71074676513672
400.0,-3623522.0,310.387451171875,70.2601089477539,3148.839111328125,996.7101440429688,12.333833694458008,12.323386192321777,20.71678352355957
410.0,-3622803.0,310.1904296875,-54.66194534301758,3150.720703125,996.1149291992188,12.329209327697754,12.318765640258789,20.744714736938477
420.0,-3621843.5,311.4982604980469,28.52616310119629,3151.91162109375,995.738525390625,12.314433097839355,12.304001808166504,20.802391052246094
430.0,-3626233.75,309.37274169921875,-19.334989547729492,3154.4501953125,994.9371948242188,12.311039924621582,12.30061149597168,20.83062171936035
440.0,-3619846.0,310.65625,5.412133693695068,3158.050537109375,993.8029174804688,12.327832221984863,12.317390441894531,20.79762077331543
450.0,-3628295.25,310.0818176269531,-31.107030868530273,3145.7705078125,997.682373046875,12.3026123046875,12.292191505432129,20.801774978637695
460.0,-3623002.75,309.5945129394531,104.31678009033203,3148.411376953125,996.8455200195312,12.309064865112305,12.298638343811035,20.79741668701172
470.0,-3623044.0,310.7720947265625,-73.48091125488281,3151.436767578125,995.8885498046875,12.310181617736816,12.29975414276123,20.81362533569336
480.0,-3625378.0,308.5027160644531,129.10069274902344,3148.506591796875,996.8154296875,12.303254127502441,12.292832374572754,20.81769561767578
490.0,-3625084.25,309.8826904296875,-36.936248779296875,3146.383544921875,997.488037109375,12.300365447998047,12.289946556091309,20.81342887878418
500.0,-3621831.75,310.4549255371094,-85.90689849853516,3154.787109375,994.8309326171875,12.306988716125488,12.296564102172852,20.8465633392334
510.0,-3624016.25,309.10662841796875,-22.386484146118164,3152.385986328125,995.5886840820312,12.298648834228516,12.288230895996094,20.858959197998047
520.0,-3624121.0,310.7906494140625,-54.733638763427734,3150.544677734375,996.1705322265625,12.293529510498047,12.283116340637207,20.864139556884766
530.0,-3628736.5,307.94854736328125,64.00403594970703,3150.517333984375,996.17919921875,12.302855491638184,12.292434692382812,20.832340240478516
540.0,-3625411.5,310.1606140136719,17.33395767211914,3154.15234375,995.0311889648438,12.311388969421387,12.300960540771484,20.827472686767578
550.0,-3625554.5,309.09381103515625,51.34107971191406,3147.67529296875,997.0786743164062,12.308490753173828,12.298065185546875,20.794492721557617
560.0,-3624811.25,309.9241943359375,110.00006866455078,3149.615966796875,996.4642944335938,12.318073272705078,12.307639122009277,20.774953842163086
570.0,-3622804.75,309.3608093261719,85.57711029052734,3147.9609375,996.9881591796875,12.324987411499023,12.314547538757324,20.740747451782227
580.0,-3625067.75,309.84564208984375,112.40856170654297,3147.447265625,997.15087890625,12.333000183105469,12.322553634643555,20.710424423217773
590.0,-3621383.0,309.33697509765625,25.456174850463867,3147.74951171875,997.05517578125,12.338655471801758,12.328204154968262,20.693431854248047
600.0,-3622146.5,311.6463317871094,55.42014694213867,3150.68115234375,996.12744140625,12.340145111083984,12.329692840576172,20.707704544067383
610.0,-3624407.0,310.08502197265625,-4.199530124664307,3152.7412109375,995.4765014648438,12.334783554077148,12.324335098266602,20.739261627197266
620.0,-3621172.25,310.37347412109375,53.66815185546875,3151.249755859375,995.9476928710938,12.328511238098145,12.318068504333496,20.750547409057617
630.0,-3625947.25,309.7259216308594,12.555611610412598,3143.281982421875,998.4722290039062,12.326533317565918,12.316092491149902,20.704723358154297
640.0,-3629480.5,308.8213806152344,-11.503340721130371,3150.167724609375,996.289794921875,12.326354026794434,12.315913200378418,20.75068473815918
650.0,-3619189.5,309.4388122558594,-13.302729606628418,3151.828125,995.764892578125,12.33202075958252,12.321575164794922,20.74254608154297
660.0,-3621031.0,310.2421875,-42.28290939331055,3157.39599609375,994.0089721679688,12.346253395080566,12.335795402526855,20.731307983398438
670.0,-3625815.0,310.5730895996094,40.579830169677734,3151.21337890625,995.9591674804688,12.341580390930176,12.33112621307373,20.706384658813477
680.0,-3625975.25,309.18707275390625,-47.43997573852539,3149.2373046875,996.5841064453125,12.334985733032227,12.32453727722168,20.715532302856445
690.0,-3624473.75,310.45989990234375,-77.53958892822266,3146.448486328125,997.4674072265625,12.331644058227539,12.321198463439941,20.70840835571289
700.0,-3625296.5,309.51226806640625,17.527915954589844,3143.13134765625,998.5200805664062,12.331218719482422,12.32077407836914,20.68800163269043
710.0,-3624275.0,309.78045654296875,7.116722106933594,3149.458251953125,996.5142211914062,12.357272148132324,12.34680461883545,20.64232635498047
720.0,-3621450.25,310.9288330078125,1.8826103210449219,3148.15087890625,996.9280395507812,12.354500770568848,12.344036102294922,20.643014907836914
730.0,-3625489.75,309.52557373046875,20.70285987854004,3144.412109375,998.1134033203125,12.351617813110352,12.341155052185059,20.628128051757812
740.0,-3624592.25,310.4100646972656,46.93280029296875,3151.470458984375,995.8779296875,12.357337951660156,12.346870422363281,20.655296325683594
750.0,-3631323.25,308.5468444824219,-49.70066833496094,3145.41796875,997.794189453125,12.359622955322266,12.349153518676758,20.60800552368164
760.0,-3623524.75,309.4883728027344,53.39848709106445,3146.6650390625,997.3988037109375,12.366179466247559,12.355705261230469,20.59432029724121
770.0,-3624236.75,311.27490234375,-113.9286117553711,3150.688232421875,996.1251831054688,12.369453430175781,12.358976364135742,20.6097354888916
780.0,-3621215.75,310.1581726074219,88.27890014648438,3144.104248046875,998.2111206054688,12.35360336303711,12.3431396484375,20.619476318359375
790.0,-3624638.5,310.0234680175781,18.180444717407227,3148.23779296875,996.9005126953125,12.350823402404785,12.340361595153809,20.655881881713867
800.0,-3624506.75,309.2242126464844,67.52165222167969,3151.3330078125,995.92138671875,12.365506172180176,12.355031967163086,20.62711524963379
810.0,-3624217.75,309.8686828613281,175.96258544921875,3146.6689453125,997.3975219726562,12.353795051574707,12.343331336975098,20.635656356811523
820.0,-3628035.25,309.3983154296875,32.91783905029297,3149.5205078125,996.4945068359375,12.358150482177734,12.34768295288086,20.639799118041992
